"time_period";"geo_id";"geographic_level";"age";"age_class";"sex";"obs_value";"pop_obs_value";"pop_age_obs_value";"ratio"
"2021";"401";"Colmar-Berg";"Y15T29";"From 15 to 29 years";"Female";"214";"2271";"446";"48.0"
"2021";"1003";"Berdorf";"Y40T44";"From 40 to 44 years";"Male";"65";"1983";"142";"45.8"
"2021";"801";"Boulaide";"Y20T24";"From 20 to 24 years";"Total";"81";"1438";"81";"5.6"
"2021";"805";"Kiischpelt";"Y55T59";"From 55 to 59 years";"Male";"50";"1226";"100";"50.0"
"2021";"1107";"Mertert";"Y_LT15";"Less than 15 years";"Male";"367";"4760";"718";"51.1"
"2021";"6";"Canton Diekirch";"Y65T69";"From 65 to 69 years";"Female";"894";"34278";"1724";"51.9"
"2021";"304";"Luxembourg";"_T";"Total";"Total";"128097";"128097";"128097";"100.0"
"2021";"1201";"Bous";"Y30T49";"From 30 to 49 years";"Male";"248";"1698";"495";"50.1"
"2021";"106";"Koerich";"_T";"Total";"Male";"1382";"2649";"2649";"52.2"
"2021";"1106";"Manternach";"Y50T64";"From 50 to 64 years";"Male";"261";"2232";"500";"52.2"
"2021";"214";"Schifflange";"Y65T69";"From 65 to 69 years";"Male";"211";"11148";"475";"44.4"
"2021";"410";"Nommern";"Y_LT15";"Less than 15 years";"Female";"137";"1446";"253";"54.2"
"2021";"7";"Canton Redange";"Y15T29";"From 15 to 29 years";"Female";"1867";"20279";"3791";"49.2"
"2021";"206";"Kayl";"Y5T9";"From 5 to 9 years";"Male";"273";"9701";"547";"49.9"
"2021";"1201";"Bous";"Y10T14";"From 10 to 14 years";"Female";"33";"1698";"80";"41.2"
"2021";"105";"Kehlen";"Y_LT5";"Less than 5 years";"Male";"145";"6168";"294";"49.3"
"2021";"1105";"Junglinster";"Y40T44";"From 40 to 44 years";"Male";"358";"8405";"711";"50.4"
"2021";"503";"Parc Hosingen";"Y65T84";"From 65 to 84 years";"Total";"442";"3834";"442";"11.5"
"2021";"303";"Hesperange";"Y90T94";"From 90 to 94 years";"Female";"57";"15835";"103";"55.3"
"2021";"208";"Mondercange";"Y40T44";"From 40 to 44 years";"Male";"207";"6979";"421";"49.2"
"2021";"1201";"Bous";"Y50T64";"From 50 to 64 years";"Female";"197";"1698";"403";"48.9"
"2021";"802";"Esch-sur-Sûre";"Y55T59";"From 55 to 59 years";"Female";"103";"2991";"225";"45.8"
"2021";"303";"Hesperange";"Y_GE100";"100 years or over";"Male";"0";"15835";"2";"0.0"
"2021";"1206";"Schengen";"Y65T69";"From 65 to 69 years";"Female";"136";"5075";"280";"48.6"
"2021";"301";"Bertrange";"Y50T64";"From 50 to 64 years";"Total";"1662";"8534";"1662";"19.5"
"2021";"1204";"Mondorf-les-Bains";"Y_GE85";"85 years or over";"Total";"197";"5403";"197";"3.6"
"2021";"305";"Niederanven";"Y80T84";"From 80 to 84 years";"Female";"91";"6442";"187";"48.7"
"2021";"1106";"Manternach";"Y10T14";"From 10 to 14 years";"Female";"52";"2232";"101";"51.5"
"2021";"1204";"Mondorf-les-Bains";"Y20T24";"From 20 to 24 years";"Male";"154";"5403";"304";"50.7"
"2021";"108";"Mamer";"Y_LT5";"Less than 5 years";"Total";"495";"10426";"495";"4.7"
"2021";"1105";"Junglinster";"Y45T49";"From 45 to 49 years";"Total";"620";"8405";"620";"7.4"
"2021";"807";"Wiltz";"Y70T74";"From 70 to 74 years";"Female";"135";"7697";"250";"54.0"
"2021";"311";"Weiler-la-Tour";"_T";"Total";"Male";"1283";"2501";"2501";"51.3"
"2021";"802";"Esch-sur-Sûre";"Y30T49";"From 30 to 49 years";"Total";"907";"2991";"907";"30.3"
"2021";"1104";"Grevenmacher";"Y30T34";"From 30 to 34 years";"Female";"176";"5050";"344";"51.2"
"2021";"807";"Wiltz";"Y65T69";"From 65 to 69 years";"Female";"156";"7697";"331";"47.1"
"2021";"213";"Sanem";"Y20T24";"From 20 to 24 years";"Female";"561";"17964";"1157";"48.5"
"2021";"804";"Goesdorf";"Y35T39";"From 35 to 39 years";"Male";"47";"1630";"104";"45.2"
"2021";"704";"Rambrouch";"Y55T59";"From 55 to 59 years";"Male";"197";"4697";"380";"51.8"
"2021";"705";"Grosbous";"Y_LT15";"Less than 15 years";"Female";"104";"1130";"201";"51.7"
"2021";"401";"Colmar-Berg";"Y10T14";"From 10 to 14 years";"Female";"56";"2271";"136";"41.2"
"2021";"7";"Canton Redange";"Y45T49";"From 45 to 49 years";"Male";"689";"20279";"1403";"49.1"
"2021";"1106";"Manternach";"Y20T24";"From 20 to 24 years";"Female";"70";"2232";"134";"52.2"
"2021";"706";"Redange-sur-Attert";"Y50T64";"From 50 to 64 years";"Total";"686";"2968";"686";"23.1"
"2021";"11";"Canton Grevenmacher";"_T";"Total";"Male";"15787";"31682";"31682";"49.8"
"2021";"1108";"Wormeldange";"Y20T24";"From 20 to 24 years";"Male";"93";"3055";"162";"57.4"
"2021";"304";"Luxembourg";"Y50T64";"From 50 to 64 years";"Total";"21981";"128097";"21981";"17.2"
"2021";"105";"Kehlen";"Y10T14";"From 10 to 14 years";"Total";"362";"6168";"362";"5.9"
"2021";"204";"Esch-sur-Alzette";"Y50T64";"From 50 to 64 years";"Total";"7120";"36117";"7120";"19.7"
"2021";"410";"Nommern";"Y60T64";"From 60 to 64 years";"Male";"59";"1446";"113";"52.2"
"2021";"407";"Lintgen";"Y70T74";"From 70 to 74 years";"Total";"105";"3401";"105";"3.1"
"2021";"206";"Kayl";"Y10T14";"From 10 to 14 years";"Total";"516";"9701";"516";"5.3"
"2021";"105";"Kehlen";"Y15T29";"From 15 to 29 years";"Female";"468";"6168";"1015";"46.1"
"2021";"107";"Kopstal";"Y65T69";"From 65 to 69 years";"Female";"96";"4137";"191";"50.3"
"2021";"205";"Frisange";"Y15T29";"From 15 to 29 years";"Total";"799";"4768";"799";"16.8"
"2021";"402";"Bissen";"Y20T24";"From 20 to 24 years";"Male";"117";"3315";"233";"50.2"
"2021";"208";"Mondercange";"Y50T64";"From 50 to 64 years";"Female";"841";"6979";"1660";"50.7"
"2021";"706";"Redange-sur-Attert";"Y20T24";"From 20 to 24 years";"Total";"200";"2968";"200";"6.7"
"2021";"206";"Kayl";"Y30T34";"From 30 to 34 years";"Total";"741";"9701";"741";"7.6"
"2021";"403";"Helperknapp";"Y_GE100";"100 years or over";"Male";"0";"4664";"0";"0.0"
"2021";"307";"Schuttrange";"Y65T84";"From 65 to 84 years";"Female";"305";"4306";"614";"49.7"
"2021";"311";"Weiler-la-Tour";"Y35T39";"From 35 to 39 years";"Total";"155";"2501";"155";"6.2"
"2021";"608";"Reisdorf";"Y50T64";"From 50 to 64 years";"Male";"140";"1313";"281";"49.8"
"2021";"1005";"Echternach";"Y50T64";"From 50 to 64 years";"Female";"599";"5690";"1199";"50.0"
"2021";"608";"Reisdorf";"Y65T84";"From 65 to 84 years";"Female";"77";"1313";"142";"54.2"
"2021";"12";"Canton Remich";"Y_GE85";"85 years or over";"Male";"183";"23684";"544";"33.6"
"2021";"607";"Mertzig";"Y_GE85";"85 years or over";"Female";"19";"2293";"31";"61.3"
"2021";"608";"Reisdorf";"Y30T49";"From 30 to 49 years";"Female";"179";"1313";"361";"49.6"
"2021";"603";"Diekirch";"Y90T94";"From 90 to 94 years";"Female";"50";"7143";"73";"68.5"
"2021";"1005";"Echternach";"Y90T94";"From 90 to 94 years";"Female";"34";"5690";"50";"68.0"
"2021";"407";"Lintgen";"Y5T9";"From 5 to 9 years";"Male";"95";"3401";"185";"51.4"
"2021";"403";"Helperknapp";"Y45T49";"From 45 to 49 years";"Total";"306";"4664";"306";"6.6"
"2021";"1";"Canton Capellen";"Y35T39";"From 35 to 39 years";"Male";"1693";"51523";"3439";"49.2"
"2021";"701";"Beckerich";"Y15T19";"From 15 to 19 years";"Female";"76";"2776";"176";"43.2"
"2021";"8";"Canton Wiltz";"Y20T24";"From 20 to 24 years";"Female";"592";"18562";"1240";"47.7"
"2021";"1107";"Mertert";"Y_GE85";"85 years or over";"Male";"35";"4760";"101";"34.7"
"2021";"303";"Hesperange";"Y20T24";"From 20 to 24 years";"Female";"358";"15835";"731";"49.0"
"2021";"709";"Vichten";"Y50T64";"From 50 to 64 years";"Total";"279";"1365";"279";"20.4"
"2021";"1105";"Junglinster";"Y65T84";"From 65 to 84 years";"Total";"1170";"8405";"1170";"13.9"
"2021";"9";"Canton Vianden";"Y30T49";"From 30 to 49 years";"Male";"779";"5502";"1563";"49.8"
"2021";"402";"Bissen";"Y35T39";"From 35 to 39 years";"Total";"248";"3315";"248";"7.5"
"2021";"105";"Kehlen";"Y40T44";"From 40 to 44 years";"Female";"236";"6168";"442";"53.4"
"2021";"807";"Wiltz";"Y5T9";"From 5 to 9 years";"Female";"244";"7697";"516";"47.3"
"2021";"706";"Redange-sur-Attert";"Y45T49";"From 45 to 49 years";"Male";"87";"2968";"191";"45.5"
"2021";"213";"Sanem";"Y20T24";"From 20 to 24 years";"Total";"1157";"17964";"1157";"6.4"
"2021";"110";"Steinfort";"Y30T34";"From 30 to 34 years";"Total";"400";"5717";"400";"7.0"
"2021";"1204";"Mondorf-les-Bains";"Y10T14";"From 10 to 14 years";"Male";"111";"5403";"226";"49.1"
"2021";"203";"Dudelange";"Y30T49";"From 30 to 49 years";"Female";"3030";"21568";"6119";"49.5"
"2021";"1008";"Waldbillig";"Y10T14";"From 10 to 14 years";"Male";"67";"1908";"115";"58.3"
"2021";"110";"Steinfort";"Y30T49";"From 30 to 49 years";"Male";"802";"5717";"1587";"50.5"
"2021";"1208";"Waldbredimus";"Y20T24";"From 20 to 24 years";"Male";"30";"1272";"57";"52.6"
"2021";"1001";"Beaufort";"Y75T79";"From 75 to 79 years";"Male";"35";"3004";"74";"47.3"
"2021";"1104";"Grevenmacher";"Y15T29";"From 15 to 29 years";"Total";"925";"5050";"925";"18.3"
"2021";"1106";"Manternach";"_T";"Total";"Female";"1125";"2232";"2232";"50.4"
"2021";"211";"Roeser";"Y75T79";"From 75 to 79 years";"Male";"110";"6598";"231";"47.6"
"2021";"805";"Kiischpelt";"Y_LT5";"Less than 5 years";"Total";"59";"1226";"59";"4.8"
"2021";"704";"Rambrouch";"Y10T14";"From 10 to 14 years";"Male";"130";"4697";"262";"49.6"
"2021";"110";"Steinfort";"Y_LT5";"Less than 5 years";"Male";"124";"5717";"258";"48.1"
"2021";"303";"Hesperange";"Y15T19";"From 15 to 19 years";"Total";"716";"15835";"716";"4.5"
"2021";"601";"Bettendorf";"Y40T44";"From 40 to 44 years";"Male";"94";"2943";"182";"51.6"
"2021";"305";"Niederanven";"Y95T99";"From 95 to 99 years";"Total";"11";"6442";"11";"0.2"
"2021";"105";"Kehlen";"Y10T14";"From 10 to 14 years";"Female";"178";"6168";"362";"49.2"
"2021";"1103";"Flaxweiler";"Y30T34";"From 30 to 34 years";"Total";"125";"2160";"125";"5.8"
"2021";"405";"Heffingen";"Y10T14";"From 10 to 14 years";"Female";"53";"1506";"96";"55.2"
"2021";"209";"Pétange";"Y_LT15";"Less than 15 years";"Male";"1848";"20385";"3609";"51.2"
"2021";"1202";"Dalheim";"Y90T94";"From 90 to 94 years";"Male";"1";"2399";"6";"16.7"
"2021";"1105";"Junglinster";"Y55T59";"From 55 to 59 years";"Female";"274";"8405";"554";"49.5"
"2021";"503";"Parc Hosingen";"Y5T9";"From 5 to 9 years";"Total";"232";"3834";"232";"6.1"
"2021";"1101";"Betzdorf";"Y_LT15";"Less than 15 years";"Male";"432";"4126";"802";"53.9"
"2021";"102";"Garnich";"Y70T74";"From 70 to 74 years";"Female";"45";"2255";"89";"50.6"
"2021";"308";"Steinsel";"Y_GE85";"85 years or over";"Female";"136";"5559";"180";"75.6"
"2021";"802";"Esch-sur-Sûre";"Y65T84";"From 65 to 84 years";"Female";"158";"2991";"333";"47.4"
"2021";"405";"Heffingen";"Y45T49";"From 45 to 49 years";"Female";"59";"1506";"130";"45.4"
"2021";"903";"Vianden";"Y90T94";"From 90 to 94 years";"Male";"5";"2168";"23";"21.7"
"2021";"610";"Vallée de l'Ernz";"Y50T54";"From 50 to 54 years";"Total";"231";"2697";"231";"8.6"
"2021";"1001";"Beaufort";"Y_LT5";"Less than 5 years";"Female";"90";"3004";"187";"48.1"
"2021";"702";"Preizerdaul";"Y50T54";"From 50 to 54 years";"Female";"73";"1764";"140";"52.1"
"2021";"607";"Mertzig";"Y30T49";"From 30 to 49 years";"Total";"676";"2293";"676";"29.5"
"2021";"306";"Sandweiler";"Y_GE85";"85 years or over";"Total";"72";"3716";"72";"1.9"
"2021";"505";"Weiswampach";"_T";"Total";"Male";"1158";"2225";"2225";"52.0"
"2021";"504";"Troisvierges";"Y_GE100";"100 years or over";"Female";"0";"3463";"0";"0.0"
"2021";"1206";"Schengen";"Y10T14";"From 10 to 14 years";"Female";"128";"5075";"287";"44.6"
"2021";"1205";"Remich";"Y65T84";"From 65 to 84 years";"Female";"401";"3819";"735";"54.6"
"2021";"305";"Niederanven";"Y10T14";"From 10 to 14 years";"Female";"175";"6442";"399";"43.9"
"2021";"710";"Wahl";"Y30T34";"From 30 to 34 years";"Total";"65";"1043";"65";"6.2"
"2021";"6";"Canton Diekirch";"Y25T29";"From 25 to 29 years";"Female";"1240";"34278";"2591";"47.9"
"2021";"210";"Reckange-sur-Mess";"Y_GE100";"100 years or over";"Total";"0";"2684";"0";"0.0"
"2021";"709";"Vichten";"Y35T39";"From 35 to 39 years";"Total";"121";"1365";"121";"8.9"
"2021";"213";"Sanem";"Y55T59";"From 55 to 59 years";"Total";"1258";"17964";"1258";"7.0"
"2021";"1101";"Betzdorf";"Y30T34";"From 30 to 34 years";"Male";"132";"4126";"250";"52.8"
"2021";"1207";"Stadtbredimus";"Y35T39";"From 35 to 39 years";"Female";"76";"1971";"149";"51.0"
"2021";"709";"Vichten";"Y80T84";"From 80 to 84 years";"Total";"12";"1365";"12";"0.9"
"2021";"401";"Colmar-Berg";"Y30T49";"From 30 to 49 years";"Total";"711";"2271";"711";"31.3"
"2021";"702";"Preizerdaul";"Y_GE100";"100 years or over";"Total";"0";"1764";"0";"0.0"
"2021";"1001";"Beaufort";"Y45T49";"From 45 to 49 years";"Male";"128";"3004";"243";"52.7"
"2021";"214";"Schifflange";"Y30T34";"From 30 to 34 years";"Total";"998";"11148";"998";"9.0"
"2021";"302";"Contern";"Y15T19";"From 15 to 19 years";"Male";"94";"4154";"183";"51.4"
"2021";"204";"Esch-sur-Alzette";"Y30T49";"From 30 to 49 years";"Male";"5489";"36117";"10727";"51.2"
"2021";"1001";"Beaufort";"Y30T34";"From 30 to 34 years";"Total";"222";"3004";"222";"7.4"
"2021";"5";"Canton Clervaux";"Y_GE100";"100 years or over";"Male";"0";"19944";"2";"0.0"
"2021";"1003";"Berdorf";"Y_LT5";"Less than 5 years";"Male";"64";"1983";"100";"64.0"
"2021";"901";"Tandel";"Y15T19";"From 15 to 19 years";"Female";"63";"2207";"141";"44.7"
"2021";"607";"Mertzig";"Y65T84";"From 65 to 84 years";"Total";"249";"2293";"249";"10.9"
"2021";"1103";"Flaxweiler";"Y25T29";"From 25 to 29 years";"Male";"59";"2160";"97";"60.8"
"2021";"605";"Ettelbruck";"Y75T79";"From 75 to 79 years";"Female";"145";"9353";"265";"54.7"
"2021";"210";"Reckange-sur-Mess";"Y50T64";"From 50 to 64 years";"Male";"276";"2684";"540";"51.1"
"2021";"1004";"Consdorf";"Y_LT5";"Less than 5 years";"Total";"123";"2126";"123";"5.8"
"2021";"304";"Luxembourg";"Y90T94";"From 90 to 94 years";"Female";"515";"128097";"749";"68.8"
"2021";"901";"Tandel";"_T";"Total";"Total";"2207";"2207";"2207";"100.0"
"2021";"1102";"Biwer";"Y95T99";"From 95 to 99 years";"Male";"0";"1894";"0";"0.0"
"2021";"602";"Bourscheid";"Y10T14";"From 10 to 14 years";"Male";"52";"1686";"97";"53.6"
"2021";"901";"Tandel";"Y_LT15";"Less than 15 years";"Male";"199";"2207";"391";"50.9"
"2021";"607";"Mertzig";"Y85T89";"From 85 to 89 years";"Total";"26";"2293";"26";"1.1"
"2021";"405";"Heffingen";"Y_GE100";"100 years or over";"Male";"0";"1506";"0";"0.0"
"2021";"309";"Strassen";"Y15T29";"From 15 to 29 years";"Total";"1662";"10261";"1662";"16.2"
"2021";"805";"Kiischpelt";"Y20T24";"From 20 to 24 years";"Total";"75";"1226";"75";"6.1"
"2021";"1";"Canton Capellen";"Y5T9";"From 5 to 9 years";"Female";"1475";"51523";"2951";"50.0"
"2021";"605";"Ettelbruck";"Y30T34";"From 30 to 34 years";"Total";"722";"9353";"722";"7.7"
"2021";"807";"Wiltz";"Y5T9";"From 5 to 9 years";"Male";"272";"7697";"516";"52.7"
"2021";"804";"Goesdorf";"Y75T79";"From 75 to 79 years";"Male";"17";"1630";"31";"54.8"
"2021";"606";"Feulen";"Y40T44";"From 40 to 44 years";"Female";"98";"2302";"202";"48.5"
"2021";"502";"Wincrange";"Y_LT5";"Less than 5 years";"Total";"268";"4671";"268";"5.7"
"2021";"1203";"Lenningen";"Y30T49";"From 30 to 49 years";"Male";"271";"2047";"573";"47.3"
"2021";"1108";"Wormeldange";"Y65T69";"From 65 to 69 years";"Male";"91";"3055";"191";"47.6"
"2021";"213";"Sanem";"Y30T34";"From 30 to 34 years";"Male";"680";"17964";"1376";"49.4"
"2021";"301";"Bertrange";"Y_GE85";"85 years or over";"Male";"77";"8534";"207";"37.2"
"2021";"601";"Bettendorf";"Y70T74";"From 70 to 74 years";"Female";"69";"2943";"123";"56.1"
"2021";"702";"Preizerdaul";"Y5T9";"From 5 to 9 years";"Male";"54";"1764";"103";"52.4"
"2021";"305";"Niederanven";"Y30T34";"From 30 to 34 years";"Female";"149";"6442";"299";"49.8"
"2021";"302";"Contern";"Y60T64";"From 60 to 64 years";"Male";"125";"4154";"255";"49.0"
"2021";"1105";"Junglinster";"Y95T99";"From 95 to 99 years";"Female";"8";"8405";"10";"80.0"
"2021";"214";"Schifflange";"Y_GE85";"85 years or over";"Female";"162";"11148";"243";"66.7"
"2021";"1107";"Mertert";"Y20T24";"From 20 to 24 years";"Male";"139";"4760";"279";"49.8"
"2021";"9";"Canton Vianden";"Y_LT5";"Less than 5 years";"Female";"145";"5502";"287";"50.5"
"2021";"310";"Walferdange";"Y_LT15";"Less than 15 years";"Total";"1462";"8527";"1462";"17.1"
"2021";"306";"Sandweiler";"Y50T54";"From 50 to 54 years";"Female";"161";"3716";"310";"51.9"
"2021";"1102";"Biwer";"Y90T94";"From 90 to 94 years";"Total";"3";"1894";"3";"0.2"
"2021";"201";"Bettembourg";"Y75T79";"From 75 to 79 years";"Female";"176";"11406";"334";"52.7"
"2021";"608";"Reisdorf";"Y75T79";"From 75 to 79 years";"Male";"11";"1313";"32";"34.4"
"2021";"10";"Canton Echternach";"Y25T29";"From 25 to 29 years";"Male";"643";"19679";"1242";"51.8"
"2021";"703";"Ell";"Y30T34";"From 30 to 34 years";"Total";"120";"1547";"120";"7.8"
"2021";"504";"Troisvierges";"Y70T74";"From 70 to 74 years";"Total";"123";"3463";"123";"3.6"
"2021";"5";"Canton Clervaux";"Y25T29";"From 25 to 29 years";"Total";"1451";"19944";"1451";"7.3"
"2021";"1004";"Consdorf";"Y30T49";"From 30 to 49 years";"Male";"281";"2126";"564";"49.8"
"2021";"702";"Preizerdaul";"Y30T49";"From 30 to 49 years";"Female";"236";"1764";"470";"50.2"
"2021";"702";"Preizerdaul";"Y_GE100";"100 years or over";"Male";"0";"1764";"0";"0.0"
"2021";"409";"Mersch";"Y85T89";"From 85 to 89 years";"Female";"105";"10167";"149";"70.5"
"2021";"710";"Wahl";"Y10T14";"From 10 to 14 years";"Total";"78";"1043";"78";"7.5"
"2021";"212";"Rumelange";"Y25T29";"From 25 to 29 years";"Female";"193";"5670";"372";"51.9"
"2021";"304";"Luxembourg";"Y65T69";"From 65 to 69 years";"Female";"2224";"128097";"4429";"50.2"
"2021";"404";"Fischbach";"Y75T79";"From 75 to 79 years";"Male";"5";"1256";"14";"35.7"
"2021";"604";"Erpeldange-sur-Sûre";"Y20T24";"From 20 to 24 years";"Male";"69";"2435";"140";"49.3"
"2021";"405";"Heffingen";"Y45T49";"From 45 to 49 years";"Total";"130";"1506";"130";"8.6"
"2021";"305";"Niederanven";"Y_LT15";"Less than 15 years";"Female";"513";"6442";"1081";"47.5"
"2021";"206";"Kayl";"Y75T79";"From 75 to 79 years";"Total";"245";"9701";"245";"2.5"
"2021";"704";"Rambrouch";"Y50T54";"From 50 to 54 years";"Total";"377";"4697";"377";"8.0"
"2021";"1103";"Flaxweiler";"Y90T94";"From 90 to 94 years";"Female";"7";"2160";"8";"87.5"
"2021";"709";"Vichten";"Y55T59";"From 55 to 59 years";"Female";"47";"1365";"98";"48.0"
"2021";"110";"Steinfort";"Y50T54";"From 50 to 54 years";"Female";"220";"5717";"429";"51.3"
"2021";"901";"Tandel";"Y40T44";"From 40 to 44 years";"Total";"152";"2207";"152";"6.9"
"2021";"_T";"Total";"Y70T74";"From 70 to 74 years";"Female";"12034";"643941";"23341";"51.6"
"2021";"1106";"Manternach";"Y45T49";"From 45 to 49 years";"Total";"153";"2232";"153";"6.9"
"2021";"103";"Habscht";"Y85T89";"From 85 to 89 years";"Male";"17";"4918";"56";"30.4"
"2021";"1006";"Rosport - Mompach";"Y90T94";"From 90 to 94 years";"Female";"5";"3638";"11";"45.5"
"2021";"8";"Canton Wiltz";"Y45T49";"From 45 to 49 years";"Total";"1316";"18562";"1316";"7.1"
"2021";"301";"Bertrange";"Y65T84";"From 65 to 84 years";"Total";"1265";"8534";"1265";"14.8"
"2021";"101";"Dippach";"Y40T44";"From 40 to 44 years";"Male";"150";"4492";"311";"48.2"
"2021";"11";"Canton Grevenmacher";"Y35T39";"From 35 to 39 years";"Male";"1068";"31682";"2217";"48.2"
"2021";"1202";"Dalheim";"Y65T84";"From 65 to 84 years";"Female";"175";"2399";"344";"50.9"
"2021";"404";"Fischbach";"Y_GE100";"100 years or over";"Male";"0";"1256";"0";"0.0"
"2021";"4";"Canton Mersch";"Y75T79";"From 75 to 79 years";"Male";"386";"34652";"820";"47.1"
"2021";"708";"Useldange";"Y85T89";"From 85 to 89 years";"Female";"13";"2029";"21";"61.9"
"2021";"602";"Bourscheid";"Y65T84";"From 65 to 84 years";"Male";"82";"1686";"186";"44.1"
"2021";"1003";"Berdorf";"Y80T84";"From 80 to 84 years";"Female";"26";"1983";"35";"74.3"
"2021";"211";"Roeser";"Y30T49";"From 30 to 49 years";"Total";"2032";"6598";"2032";"30.8"
"2021";"207";"Leudelange";"_T";"Total";"Female";"1333";"2704";"2704";"49.3"
"2021";"304";"Luxembourg";"Y80T84";"From 80 to 84 years";"Male";"854";"128097";"2143";"39.9"
"2021";"707";"Saeul";"Y85T89";"From 85 to 89 years";"Female";"3";"960";"9";"33.3"
"2021";"805";"Kiischpelt";"Y25T29";"From 25 to 29 years";"Male";"33";"1226";"69";"47.8"
"2021";"609";"Schieren";"Y_LT15";"Less than 15 years";"Total";"348";"2113";"348";"16.5"
"2021";"401";"Colmar-Berg";"Y75T79";"From 75 to 79 years";"Female";"35";"2271";"66";"53.0"
"2021";"203";"Dudelange";"Y30T34";"From 30 to 34 years";"Female";"759";"21568";"1554";"48.8"
"2021";"1006";"Rosport - Mompach";"Y30T34";"From 30 to 34 years";"Female";"130";"3638";"253";"51.4"
"2021";"404";"Fischbach";"Y15T29";"From 15 to 29 years";"Male";"102";"1256";"214";"47.7"
"2021";"1102";"Biwer";"Y85T89";"From 85 to 89 years";"Male";"5";"1894";"16";"31.2"
"2021";"602";"Bourscheid";"Y50T64";"From 50 to 64 years";"Total";"374";"1686";"374";"22.2"
"2021";"1106";"Manternach";"Y80T84";"From 80 to 84 years";"Female";"38";"2232";"55";"69.1"
"2021";"8";"Canton Wiltz";"Y80T84";"From 80 to 84 years";"Male";"122";"18562";"304";"40.1"
"2021";"9";"Canton Vianden";"Y65T69";"From 65 to 69 years";"Total";"228";"5502";"228";"4.1"
"2021";"1202";"Dalheim";"Y_GE100";"100 years or over";"Male";"0";"2399";"0";"0.0"
"2021";"404";"Fischbach";"Y10T14";"From 10 to 14 years";"Male";"40";"1256";"75";"53.3"
"2021";"12";"Canton Remich";"Y_LT15";"Less than 15 years";"Female";"1787";"23684";"3610";"49.5"
"2021";"101";"Dippach";"Y30T34";"From 30 to 34 years";"Female";"153";"4492";"292";"52.4"
"2021";"211";"Roeser";"Y40T44";"From 40 to 44 years";"Female";"236";"6598";"461";"51.2"
"2021";"211";"Roeser";"Y65T84";"From 65 to 84 years";"Female";"508";"6598";"973";"52.2"
"2021";"409";"Mersch";"Y50T54";"From 50 to 54 years";"Female";"373";"10167";"712";"52.4"
"2021";"5";"Canton Clervaux";"Y90T94";"From 90 to 94 years";"Female";"79";"19944";"116";"68.1"
"2021";"101";"Dippach";"Y_LT15";"Less than 15 years";"Total";"650";"4492";"650";"14.5"
"2021";"211";"Roeser";"Y65T69";"From 65 to 69 years";"Female";"152";"6598";"307";"49.5"
"2021";"214";"Schifflange";"Y_GE100";"100 years or over";"Total";"1";"11148";"1";"0.0"
"2021";"802";"Esch-sur-Sûre";"Y10T14";"From 10 to 14 years";"Total";"177";"2991";"177";"5.9"
"2021";"206";"Kayl";"Y50T54";"From 50 to 54 years";"Male";"358";"9701";"697";"51.4"
"2021";"106";"Koerich";"Y40T44";"From 40 to 44 years";"Male";"104";"2649";"232";"44.8"
"2021";"214";"Schifflange";"Y_LT5";"Less than 5 years";"Male";"298";"11148";"584";"51.0"
"2021";"602";"Bourscheid";"Y45T49";"From 45 to 49 years";"Female";"61";"1686";"123";"49.6"
"2021";"1208";"Waldbredimus";"Y30T34";"From 30 to 34 years";"Female";"45";"1272";"89";"50.6"
"2021";"501";"Clervaux";"Y40T44";"From 40 to 44 years";"Total";"366";"5751";"366";"6.4"
"2021";"410";"Nommern";"Y50T64";"From 50 to 64 years";"Female";"172";"1446";"333";"51.7"
"2021";"610";"Vallée de l'Ernz";"Y80T84";"From 80 to 84 years";"Total";"50";"2697";"50";"1.9"
"2021";"208";"Mondercange";"Y65T69";"From 65 to 69 years";"Total";"387";"6979";"387";"5.5"
"2021";"901";"Tandel";"Y10T14";"From 10 to 14 years";"Total";"146";"2207";"146";"6.6"
"2021";"4";"Canton Mersch";"Y35T39";"From 35 to 39 years";"Total";"2763";"34652";"2763";"8.0"
"2021";"1001";"Beaufort";"Y65T84";"From 65 to 84 years";"Female";"169";"3004";"316";"53.5"
"2021";"1202";"Dalheim";"Y90T94";"From 90 to 94 years";"Total";"6";"2399";"6";"0.3"
"2021";"708";"Useldange";"_T";"Total";"Total";"2029";"2029";"2029";"100.0"
"2021";"606";"Feulen";"Y_GE100";"100 years or over";"Male";"0";"2302";"0";"0.0"
"2021";"706";"Redange-sur-Attert";"Y10T14";"From 10 to 14 years";"Female";"79";"2968";"154";"51.3"
"2021";"808";"Winseler";"Y60T64";"From 60 to 64 years";"Male";"60";"1420";"94";"63.8"
"2021";"1004";"Consdorf";"Y50T54";"From 50 to 54 years";"Total";"165";"2126";"165";"7.8"
"2021";"1004";"Consdorf";"Y15T19";"From 15 to 19 years";"Male";"57";"2126";"108";"52.8"
"2021";"201";"Bettembourg";"Y95T99";"From 95 to 99 years";"Male";"1";"11406";"21";"4.8"
"2021";"212";"Rumelange";"Y70T74";"From 70 to 74 years";"Male";"79";"5670";"197";"40.1"
"2021";"302";"Contern";"Y70T74";"From 70 to 74 years";"Total";"183";"4154";"183";"4.4"
"2021";"106";"Koerich";"Y65T84";"From 65 to 84 years";"Male";"191";"2649";"352";"54.3"
"2021";"701";"Beckerich";"Y30T49";"From 30 to 49 years";"Female";"388";"2776";"783";"49.6"
