"time_period";"geo_id";"geographic_level";"age";"age_class";"sex";"obs_value";"pop_obs_value";"pop_age_obs_value";"ratio"
"2021";"807";"Wiltz";"Y55T59";"From 55 to 59 years";"Female";"252";"7697";"526";"47.9"
"2021";"202";"Differdange";"Y40T44";"From 40 to 44 years";"Female";"1032";"28532";"2088";"49.4"
"2021";"604";"Erpeldange-sur-Sûre";"Y30T34";"From 30 to 34 years";"Female";"82";"2435";"165";"49.7"
"2021";"_T";"Total";"Y85T89";"From 85 to 89 years";"Male";"2902";"643941";"7887";"36.8"
"2021";"1002";"Bech";"Y20T24";"From 20 to 24 years";"Male";"46";"1330";"90";"51.1"
"2021";"1008";"Waldbillig";"Y50T64";"From 50 to 64 years";"Male";"201";"1908";"384";"52.3"
"2021";"1206";"Schengen";"Y65T69";"From 65 to 69 years";"Total";"280";"5075";"280";"5.5"
"2021";"709";"Vichten";"Y_GE85";"85 years or over";"Total";"14";"1365";"14";"1.0"
"2021";"607";"Mertzig";"Y60T64";"From 60 to 64 years";"Female";"57";"2293";"131";"43.5"
"2021";"1008";"Waldbillig";"Y_GE100";"100 years or over";"Total";"0";"1908";"0";"0.0"
"2021";"1006";"Rosport - Mompach";"_T";"Total";"Total";"3638";"3638";"3638";"100.0"
"2021";"1101";"Betzdorf";"Y45T49";"From 45 to 49 years";"Female";"165";"4126";"334";"49.4"
"2021";"207";"Leudelange";"Y30T34";"From 30 to 34 years";"Male";"73";"2704";"155";"47.1"
"2021";"1206";"Schengen";"Y70T74";"From 70 to 74 years";"Female";"97";"5075";"206";"47.1"
"2021";"703";"Ell";"Y90T94";"From 90 to 94 years";"Total";"6";"1547";"6";"0.4"
"2021";"12";"Canton Remich";"Y_GE85";"85 years or over";"Female";"361";"23684";"544";"66.4"
"2021";"311";"Weiler-la-Tour";"Y55T59";"From 55 to 59 years";"Male";"92";"2501";"187";"49.2"
"2021";"402";"Bissen";"Y95T99";"From 95 to 99 years";"Male";"0";"3315";"1";"0.0"
"2021";"307";"Schuttrange";"Y10T14";"From 10 to 14 years";"Male";"148";"4306";"280";"52.9"
"2021";"708";"Useldange";"Y65T84";"From 65 to 84 years";"Female";"118";"2029";"227";"52.0"
"2021";"1005";"Echternach";"Y30T49";"From 30 to 49 years";"Male";"757";"5690";"1498";"50.5"
"2021";"1206";"Schengen";"Y85T89";"From 85 to 89 years";"Female";"30";"5075";"54";"55.6"
"2021";"106";"Koerich";"Y60T64";"From 60 to 64 years";"Female";"79";"2649";"156";"50.6"
"2021";"801";"Boulaide";"Y50T54";"From 50 to 54 years";"Total";"108";"1438";"108";"7.5"
"2021";"808";"Winseler";"Y80T84";"From 80 to 84 years";"Total";"23";"1420";"23";"1.6"
"2021";"609";"Schieren";"Y50T54";"From 50 to 54 years";"Female";"80";"2113";"147";"54.4"
"2021";"705";"Grosbous";"Y90T94";"From 90 to 94 years";"Male";"2";"1130";"5";"40.0"
"2021";"1001";"Beaufort";"Y5T9";"From 5 to 9 years";"Female";"92";"3004";"190";"48.4"
"2021";"3";"Canton Luxembourg";"Y80T84";"From 80 to 84 years";"Male";"1585";"197932";"3785";"41.9"
"2021";"8";"Canton Wiltz";"Y85T89";"From 85 to 89 years";"Total";"167";"18562";"167";"0.9"
"2021";"310";"Walferdange";"Y25T29";"From 25 to 29 years";"Female";"277";"8527";"527";"52.6"
"2021";"404";"Fischbach";"Y50T54";"From 50 to 54 years";"Male";"49";"1256";"93";"52.7"
"2021";"902";"Putscheid";"Y25T29";"From 25 to 29 years";"Female";"28";"1127";"62";"45.2"
"2021";"1002";"Bech";"Y30T34";"From 30 to 34 years";"Female";"40";"1330";"76";"52.6"
"2021";"1";"Canton Capellen";"Y65T69";"From 65 to 69 years";"Male";"1309";"51523";"2656";"49.3"
"2021";"101";"Dippach";"Y25T29";"From 25 to 29 years";"Male";"147";"4492";"280";"52.5"
"2021";"703";"Ell";"Y10T14";"From 10 to 14 years";"Total";"85";"1547";"85";"5.5"
"2021";"802";"Esch-sur-Sûre";"Y5T9";"From 5 to 9 years";"Male";"93";"2991";"170";"54.7"
"2021";"602";"Bourscheid";"Y90T94";"From 90 to 94 years";"Female";"3";"1686";"5";"60.0"
"2021";"213";"Sanem";"Y_GE100";"100 years or over";"Total";"1";"17964";"1";"0.0"
"2021";"606";"Feulen";"Y30T49";"From 30 to 49 years";"Male";"354";"2302";"707";"50.1"
"2021";"_T";"Total";"Y55T59";"From 55 to 59 years";"Male";"23285";"643941";"44664";"52.1"
"2021";"210";"Reckange-sur-Mess";"Y_GE85";"85 years or over";"Male";"17";"2684";"35";"48.6"
"2021";"409";"Mersch";"Y90T94";"From 90 to 94 years";"Male";"19";"10167";"87";"21.8"
"2021";"303";"Hesperange";"Y65T69";"From 65 to 69 years";"Total";"682";"15835";"682";"4.3"
"2021";"311";"Weiler-la-Tour";"Y70T74";"From 70 to 74 years";"Female";"55";"2501";"90";"61.1"
"2021";"1002";"Bech";"Y90T94";"From 90 to 94 years";"Total";"4";"1330";"4";"0.3"
"2021";"602";"Bourscheid";"Y55T59";"From 55 to 59 years";"Male";"65";"1686";"128";"50.8"
"2021";"901";"Tandel";"Y90T94";"From 90 to 94 years";"Male";"7";"2207";"10";"70.0"
"2021";"210";"Reckange-sur-Mess";"Y5T9";"From 5 to 9 years";"Female";"84";"2684";"161";"52.2"
"2021";"404";"Fischbach";"Y45T49";"From 45 to 49 years";"Female";"56";"1256";"107";"52.3"
"2021";"8";"Canton Wiltz";"Y_LT5";"Less than 5 years";"Female";"519";"18562";"1096";"47.4"
"2021";"1108";"Wormeldange";"Y75T79";"From 75 to 79 years";"Male";"46";"3055";"88";"52.3"
"2021";"710";"Wahl";"Y15T19";"From 15 to 19 years";"Female";"36";"1043";"62";"58.1"
"2021";"802";"Esch-sur-Sûre";"Y45T49";"From 45 to 49 years";"Male";"108";"2991";"217";"49.8"
"2021";"211";"Roeser";"Y_LT15";"Less than 15 years";"Female";"511";"6598";"1038";"49.2"
"2021";"808";"Winseler";"Y50T54";"From 50 to 54 years";"Female";"66";"1420";"136";"48.5"
"2021";"802";"Esch-sur-Sûre";"Y65T69";"From 65 to 69 years";"Total";"123";"2991";"123";"4.1"
"2021";"9";"Canton Vianden";"Y65T69";"From 65 to 69 years";"Male";"118";"5502";"228";"51.8"
"2021";"6";"Canton Diekirch";"Y50T64";"From 50 to 64 years";"Female";"3492";"34278";"7232";"48.3"
"2021";"9";"Canton Vianden";"Y95T99";"From 95 to 99 years";"Male";"2";"5502";"7";"28.6"
"2021";"501";"Clervaux";"Y25T29";"From 25 to 29 years";"Male";"204";"5751";"422";"48.3"
"2021";"108";"Mamer";"Y45T49";"From 45 to 49 years";"Female";"454";"10426";"945";"48.0"
"2021";"1205";"Remich";"Y95T99";"From 95 to 99 years";"Female";"10";"3819";"11";"90.9"
"2021";"708";"Useldange";"Y15T19";"From 15 to 19 years";"Male";"50";"2029";"106";"47.2"
"2021";"1207";"Stadtbredimus";"Y_GE100";"100 years or over";"Female";"1";"1971";"1";"100.0"
"2021";"801";"Boulaide";"Y20T24";"From 20 to 24 years";"Female";"33";"1438";"81";"40.7"
"2021";"205";"Frisange";"Y65T84";"From 65 to 84 years";"Female";"336";"4768";"666";"50.5"
"2021";"601";"Bettendorf";"Y80T84";"From 80 to 84 years";"Total";"59";"2943";"59";"2.0"
"2021";"1207";"Stadtbredimus";"Y60T64";"From 60 to 64 years";"Male";"75";"1971";"152";"49.3"
"2021";"1001";"Beaufort";"Y35T39";"From 35 to 39 years";"Male";"109";"3004";"230";"47.4"
"2021";"103";"Habscht";"Y30T34";"From 30 to 34 years";"Total";"356";"4918";"356";"7.2"
"2021";"901";"Tandel";"Y40T44";"From 40 to 44 years";"Female";"86";"2207";"152";"56.6"
"2021";"408";"Lorentzweiler";"Y65T84";"From 65 to 84 years";"Female";"370";"4420";"712";"52.0"
"2021";"102";"Garnich";"Y10T14";"From 10 to 14 years";"Male";"77";"2255";"133";"57.9"
"2021";"607";"Mertzig";"Y80T84";"From 80 to 84 years";"Female";"26";"2293";"44";"59.1"
"2021";"409";"Mersch";"Y5T9";"From 5 to 9 years";"Female";"279";"10167";"559";"49.9"
"2021";"11";"Canton Grevenmacher";"Y40T44";"From 40 to 44 years";"Total";"2465";"31682";"2465";"7.8"
"2021";"503";"Parc Hosingen";"Y80T84";"From 80 to 84 years";"Total";"60";"3834";"60";"1.6"
"2021";"4";"Canton Mersch";"Y80T84";"From 80 to 84 years";"Male";"275";"34652";"609";"45.2"
"2021";"11";"Canton Grevenmacher";"Y50T64";"From 50 to 64 years";"Male";"3473";"31682";"6813";"51.0"
"2021";"202";"Differdange";"Y5T9";"From 5 to 9 years";"Male";"859";"28532";"1635";"52.5"
"2021";"202";"Differdange";"Y_GE100";"100 years or over";"Total";"0";"28532";"0";"0.0"
"2021";"1206";"Schengen";"Y60T64";"From 60 to 64 years";"Total";"349";"5075";"349";"6.9"
"2021";"707";"Saeul";"Y35T39";"From 35 to 39 years";"Total";"94";"960";"94";"9.8"
"2021";"303";"Hesperange";"Y60T64";"From 60 to 64 years";"Male";"405";"15835";"832";"48.7"
"2021";"504";"Troisvierges";"Y15T29";"From 15 to 29 years";"Female";"306";"3463";"665";"46.0"
"2021";"1104";"Grevenmacher";"Y5T9";"From 5 to 9 years";"Female";"122";"5050";"267";"45.7"
"2021";"306";"Sandweiler";"Y10T14";"From 10 to 14 years";"Male";"127";"3716";"258";"49.2"
"2021";"1106";"Manternach";"Y_LT5";"Less than 5 years";"Male";"51";"2232";"125";"40.8"
"2021";"504";"Troisvierges";"Y15T19";"From 15 to 19 years";"Male";"107";"3463";"200";"53.5"
"2021";"11";"Canton Grevenmacher";"Y50T64";"From 50 to 64 years";"Total";"6813";"31682";"6813";"21.5"
"2021";"_T";"Total";"Y45T49";"From 45 to 49 years";"Female";"22540";"643941";"46205";"48.8"
"2021";"1101";"Betzdorf";"Y25T29";"From 25 to 29 years";"Male";"110";"4126";"214";"51.4"
"2021";"901";"Tandel";"Y10T14";"From 10 to 14 years";"Male";"73";"2207";"146";"50.0"
"2021";"1108";"Wormeldange";"Y40T44";"From 40 to 44 years";"Female";"101";"3055";"218";"46.3"
"2021";"208";"Mondercange";"Y45T49";"From 45 to 49 years";"Female";"199";"6979";"426";"46.7"
"2021";"306";"Sandweiler";"Y80T84";"From 80 to 84 years";"Female";"46";"3716";"71";"64.8"
"2021";"603";"Diekirch";"_T";"Total";"Male";"3629";"7143";"7143";"50.8"
"2021";"702";"Preizerdaul";"Y70T74";"From 70 to 74 years";"Total";"56";"1764";"56";"3.2"
"2021";"407";"Lintgen";"Y90T94";"From 90 to 94 years";"Female";"2";"3401";"9";"22.2"
"2021";"1206";"Schengen";"Y15T29";"From 15 to 29 years";"Total";"881";"5075";"881";"17.4"
"2021";"707";"Saeul";"Y70T74";"From 70 to 74 years";"Male";"16";"960";"27";"59.3"
"2021";"401";"Colmar-Berg";"Y_GE100";"100 years or over";"Female";"0";"2271";"0";"0.0"
"2021";"902";"Putscheid";"Y85T89";"From 85 to 89 years";"Male";"5";"1127";"11";"45.5"
"2021";"702";"Preizerdaul";"Y40T44";"From 40 to 44 years";"Total";"132";"1764";"132";"7.5"
"2021";"804";"Goesdorf";"Y5T9";"From 5 to 9 years";"Male";"45";"1630";"92";"48.9"
"2021";"806";"Lac de la Haute-Sûre";"Y20T24";"From 20 to 24 years";"Male";"65";"2160";"134";"48.5"
"2021";"901";"Tandel";"Y20T24";"From 20 to 24 years";"Total";"148";"2207";"148";"6.7"
"2021";"1108";"Wormeldange";"Y30T34";"From 30 to 34 years";"Female";"119";"3055";"232";"51.3"
"2021";"214";"Schifflange";"Y_GE85";"85 years or over";"Male";"81";"11148";"243";"33.3"
"2021";"608";"Reisdorf";"Y5T9";"From 5 to 9 years";"Total";"80";"1313";"80";"6.1"
"2021";"10";"Canton Echternach";"Y80T84";"From 80 to 84 years";"Male";"153";"19679";"385";"39.7"
"2021";"410";"Nommern";"Y5T9";"From 5 to 9 years";"Female";"49";"1446";"88";"55.7"
"2021";"303";"Hesperange";"Y15T19";"From 15 to 19 years";"Female";"355";"15835";"716";"49.6"
"2021";"103";"Habscht";"Y35T39";"From 35 to 39 years";"Female";"178";"4918";"363";"49.0"
"2021";"403";"Helperknapp";"Y10T14";"From 10 to 14 years";"Male";"141";"4664";"277";"50.9"
"2021";"1101";"Betzdorf";"Y40T44";"From 40 to 44 years";"Total";"343";"4126";"343";"8.3"
"2021";"1";"Canton Capellen";"Y_GE85";"85 years or over";"Male";"373";"51523";"1061";"35.2"
"2021";"505";"Weiswampach";"Y65T69";"From 65 to 69 years";"Male";"67";"2225";"124";"54.0"
"2021";"1104";"Grevenmacher";"Y95T99";"From 95 to 99 years";"Female";"7";"5050";"10";"70.0"
"2021";"1202";"Dalheim";"Y_LT5";"Less than 5 years";"Male";"79";"2399";"143";"55.2"
"2021";"10";"Canton Echternach";"Y15T19";"From 15 to 19 years";"Male";"612";"19679";"1141";"53.6"
"2021";"11";"Canton Grevenmacher";"Y30T49";"From 30 to 49 years";"Male";"4467";"31682";"9072";"49.2"
"2021";"606";"Feulen";"Y15T29";"From 15 to 29 years";"Female";"215";"2302";"434";"49.5"
"2021";"208";"Mondercange";"Y90T94";"From 90 to 94 years";"Male";"13";"6979";"37";"35.1"
"2021";"303";"Hesperange";"Y5T9";"From 5 to 9 years";"Total";"914";"15835";"914";"5.8"
"2021";"306";"Sandweiler";"_T";"Total";"Male";"1825";"3716";"3716";"49.1"
"2021";"3";"Canton Luxembourg";"Y65T69";"From 65 to 69 years";"Female";"3976";"197932";"7708";"51.6"
"2021";"403";"Helperknapp";"Y40T44";"From 40 to 44 years";"Male";"175";"4664";"355";"49.3"
"2021";"202";"Differdange";"Y35T39";"From 35 to 39 years";"Total";"2145";"28532";"2145";"7.5"
"2021";"1006";"Rosport - Mompach";"Y30T49";"From 30 to 49 years";"Total";"1034";"3638";"1034";"28.4"
"2021";"102";"Garnich";"_T";"Total";"Male";"1141";"2255";"2255";"50.6"
"2021";"1001";"Beaufort";"Y95T99";"From 95 to 99 years";"Total";"2";"3004";"2";"0.1"
"2021";"1105";"Junglinster";"Y90T94";"From 90 to 94 years";"Female";"33";"8405";"49";"67.3"
"2021";"302";"Contern";"_T";"Total";"Male";"2048";"4154";"4154";"49.3"
"2021";"706";"Redange-sur-Attert";"Y25T29";"From 25 to 29 years";"Female";"116";"2968";"210";"55.2"
"2021";"310";"Walferdange";"Y30T34";"From 30 to 34 years";"Total";"578";"8527";"578";"6.8"
"2021";"1201";"Bous";"Y50T54";"From 50 to 54 years";"Male";"85";"1698";"157";"54.1"
"2021";"501";"Clervaux";"Y20T24";"From 20 to 24 years";"Female";"193";"5751";"381";"50.7"
"2021";"903";"Vianden";"Y30T49";"From 30 to 49 years";"Male";"317";"2168";"611";"51.9"
"2021";"1106";"Manternach";"Y65T69";"From 65 to 69 years";"Female";"38";"2232";"98";"38.8"
"2021";"6";"Canton Diekirch";"Y60T64";"From 60 to 64 years";"Female";"1031";"34278";"2131";"48.4"
"2021";"408";"Lorentzweiler";"Y15T19";"From 15 to 19 years";"Female";"104";"4420";"210";"49.5"
"2021";"107";"Kopstal";"Y40T44";"From 40 to 44 years";"Female";"167";"4137";"310";"53.9"
"2021";"804";"Goesdorf";"Y10T14";"From 10 to 14 years";"Total";"94";"1630";"94";"5.8"
"2021";"601";"Bettendorf";"Y5T9";"From 5 to 9 years";"Male";"77";"2943";"155";"49.7"
"2021";"708";"Useldange";"Y15T29";"From 15 to 29 years";"Male";"175";"2029";"332";"52.7"
"2021";"207";"Leudelange";"Y40T44";"From 40 to 44 years";"Female";"113";"2704";"241";"46.9"
"2021";"1203";"Lenningen";"Y35T39";"From 35 to 39 years";"Total";"145";"2047";"145";"7.1"
"2021";"805";"Kiischpelt";"Y_LT15";"Less than 15 years";"Female";"96";"1226";"214";"44.9"
"2021";"304";"Luxembourg";"Y25T29";"From 25 to 29 years";"Female";"6315";"128097";"13512";"46.7"
"2021";"12";"Canton Remich";"Y95T99";"From 95 to 99 years";"Total";"33";"23684";"33";"0.1"
"2021";"402";"Bissen";"Y75T79";"From 75 to 79 years";"Male";"44";"3315";"86";"51.2"
"2021";"203";"Dudelange";"Y65T84";"From 65 to 84 years";"Female";"1607";"21568";"3025";"53.1"
"2021";"7";"Canton Redange";"Y5T9";"From 5 to 9 years";"Male";"616";"20279";"1162";"53.0"
"2021";"303";"Hesperange";"Y5T9";"From 5 to 9 years";"Female";"456";"15835";"914";"49.9"
"2021";"106";"Koerich";"Y15T19";"From 15 to 19 years";"Female";"80";"2649";"185";"43.2"
"2021";"110";"Steinfort";"Y_GE100";"100 years or over";"Total";"0";"5717";"0";"0.0"
"2021";"110";"Steinfort";"Y25T29";"From 25 to 29 years";"Male";"175";"5717";"352";"49.7"
"2021";"5";"Canton Clervaux";"_T";"Total";"Male";"10185";"19944";"19944";"51.1"
"2021";"1201";"Bous";"Y35T39";"From 35 to 39 years";"Female";"65";"1698";"123";"52.8"
"2021";"407";"Lintgen";"Y50T64";"From 50 to 64 years";"Female";"334";"3401";"699";"47.8"
"2021";"1006";"Rosport - Mompach";"Y15T29";"From 15 to 29 years";"Male";"356";"3638";"658";"54.1"
"2021";"206";"Kayl";"Y30T34";"From 30 to 34 years";"Female";"368";"9701";"741";"49.7"
"2021";"404";"Fischbach";"Y25T29";"From 25 to 29 years";"Male";"33";"1256";"72";"45.8"
"2021";"204";"Esch-sur-Alzette";"Y_LT5";"Less than 5 years";"Male";"936";"36117";"1886";"49.6"
"2021";"502";"Wincrange";"Y20T24";"From 20 to 24 years";"Total";"299";"4671";"299";"6.4"
"2021";"302";"Contern";"Y5T9";"From 5 to 9 years";"Total";"229";"4154";"229";"5.5"
"2021";"211";"Roeser";"Y5T9";"From 5 to 9 years";"Female";"170";"6598";"360";"47.2"
"2021";"606";"Feulen";"Y65T84";"From 65 to 84 years";"Female";"151";"2302";"307";"49.2"
"2021";"303";"Hesperange";"Y55T59";"From 55 to 59 years";"Total";"1017";"15835";"1017";"6.4"
"2021";"3";"Canton Luxembourg";"Y5T9";"From 5 to 9 years";"Total";"9699";"197932";"9699";"4.9"
"2021";"213";"Sanem";"Y5T9";"From 5 to 9 years";"Female";"469";"17964";"945";"49.6"
"2021";"1205";"Remich";"Y65T69";"From 65 to 69 years";"Male";"110";"3819";"234";"47.0"
"2021";"307";"Schuttrange";"Y_LT5";"Less than 5 years";"Female";"106";"4306";"224";"47.3"
"2021";"408";"Lorentzweiler";"Y20T24";"From 20 to 24 years";"Male";"102";"4420";"202";"50.5"
"2021";"902";"Putscheid";"Y30T49";"From 30 to 49 years";"Total";"314";"1127";"314";"27.9"
"2021";"602";"Bourscheid";"Y60T64";"From 60 to 64 years";"Female";"41";"1686";"107";"38.3"
"2021";"806";"Lac de la Haute-Sûre";"Y70T74";"From 70 to 74 years";"Male";"37";"2160";"82";"45.1"
"2021";"310";"Walferdange";"_T";"Total";"Male";"4080";"8527";"8527";"47.8"
"2021";"103";"Habscht";"Y25T29";"From 25 to 29 years";"Male";"171";"4918";"329";"52.0"
"2021";"1004";"Consdorf";"Y55T59";"From 55 to 59 years";"Total";"167";"2126";"167";"7.9"
"2021";"1002";"Bech";"Y95T99";"From 95 to 99 years";"Male";"0";"1330";"0";"0.0"
"2021";"1003";"Berdorf";"Y_LT15";"Less than 15 years";"Male";"183";"1983";"337";"54.3"
"2021";"708";"Useldange";"Y_LT5";"Less than 5 years";"Female";"57";"2029";"117";"48.7"
"2021";"1204";"Mondorf-les-Bains";"Y10T14";"From 10 to 14 years";"Female";"115";"5403";"226";"50.9"
"2021";"805";"Kiischpelt";"Y50T64";"From 50 to 64 years";"Male";"144";"1226";"285";"50.5"
"2021";"9";"Canton Vianden";"Y45T49";"From 45 to 49 years";"Total";"372";"5502";"372";"6.8"
"2021";"806";"Lac de la Haute-Sûre";"Y65T69";"From 65 to 69 years";"Female";"55";"2160";"123";"44.7"
"2021";"_T";"Total";"Y50T54";"From 50 to 54 years";"Female";"22767";"643941";"47195";"48.2"
"2021";"805";"Kiischpelt";"Y40T44";"From 40 to 44 years";"Female";"34";"1226";"72";"47.2"
"2021";"7";"Canton Redange";"Y70T74";"From 70 to 74 years";"Total";"731";"20279";"731";"3.6"
"2021";"7";"Canton Redange";"Y85T89";"From 85 to 89 years";"Female";"140";"20279";"210";"66.7"
"2021";"707";"Saeul";"Y30T34";"From 30 to 34 years";"Male";"42";"960";"95";"44.2"
"2021";"302";"Contern";"Y90T94";"From 90 to 94 years";"Female";"29";"4154";"42";"69.0"
"2021";"2";"Canton Esch";"Y50T54";"From 50 to 54 years";"Total";"13516";"186224";"13516";"7.3"
"2021";"207";"Leudelange";"Y90T94";"From 90 to 94 years";"Female";"2";"2704";"7";"28.6"
"2021";"1002";"Bech";"Y85T89";"From 85 to 89 years";"Male";"8";"1330";"15";"53.3"
"2021";"1206";"Schengen";"Y55T59";"From 55 to 59 years";"Male";"202";"5075";"424";"47.6"
"2021";"307";"Schuttrange";"Y_GE100";"100 years or over";"Female";"0";"4306";"0";"0.0"
"2021";"11";"Canton Grevenmacher";"Y35T39";"From 35 to 39 years";"Female";"1149";"31682";"2217";"51.8"
"2021";"708";"Useldange";"Y30T34";"From 30 to 34 years";"Female";"74";"2029";"149";"49.7"
"2021";"311";"Weiler-la-Tour";"Y15T19";"From 15 to 19 years";"Female";"73";"2501";"164";"44.5"
"2021";"1008";"Waldbillig";"Y20T24";"From 20 to 24 years";"Female";"66";"1908";"116";"56.9"
"2021";"808";"Winseler";"Y_GE85";"85 years or over";"Male";"9";"1420";"18";"50.0"
"2021";"304";"Luxembourg";"Y60T64";"From 60 to 64 years";"Female";"2861";"128097";"5848";"48.9"
"2021";"211";"Roeser";"Y65T84";"From 65 to 84 years";"Male";"465";"6598";"973";"47.8"
"2021";"212";"Rumelange";"Y60T64";"From 60 to 64 years";"Male";"167";"5670";"331";"50.5"
"2021";"210";"Reckange-sur-Mess";"Y70T74";"From 70 to 74 years";"Total";"133";"2684";"133";"5.0"
"2021";"203";"Dudelange";"Y20T24";"From 20 to 24 years";"Female";"647";"21568";"1311";"49.4"
"2021";"901";"Tandel";"Y95T99";"From 95 to 99 years";"Female";"2";"2207";"4";"50.0"
"2021";"203";"Dudelange";"Y95T99";"From 95 to 99 years";"Male";"5";"21568";"42";"11.9"
"2021";"702";"Preizerdaul";"Y80T84";"From 80 to 84 years";"Female";"20";"1764";"38";"52.6"
"2021";"604";"Erpeldange-sur-Sûre";"Y_GE100";"100 years or over";"Total";"0";"2435";"0";"0.0"
"2021";"406";"Larochette";"Y25T29";"From 25 to 29 years";"Total";"179";"2206";"179";"8.1"
"2021";"502";"Wincrange";"Y90T94";"From 90 to 94 years";"Total";"32";"4671";"32";"0.7"
"2021";"110";"Steinfort";"Y75T79";"From 75 to 79 years";"Female";"86";"5717";"157";"54.8"
"2021";"309";"Strassen";"Y30T34";"From 30 to 34 years";"Male";"438";"10261";"862";"50.8"
"2021";"204";"Esch-sur-Alzette";"_T";"Total";"Female";"17933";"36117";"36117";"49.7"
"2021";"301";"Bertrange";"Y65T84";"From 65 to 84 years";"Female";"680";"8534";"1265";"53.8"
"2021";"1101";"Betzdorf";"Y20T24";"From 20 to 24 years";"Male";"142";"4126";"273";"52.0"
"2021";"407";"Lintgen";"Y30T49";"From 30 to 49 years";"Female";"535";"3401";"1093";"48.9"
"2021";"607";"Mertzig";"Y45T49";"From 45 to 49 years";"Total";"158";"2293";"158";"6.9"
"2021";"902";"Putscheid";"Y5T9";"From 5 to 9 years";"Male";"39";"1127";"71";"54.9"
"2021";"1205";"Remich";"Y45T49";"From 45 to 49 years";"Total";"251";"3819";"251";"6.6"
"2021";"1102";"Biwer";"Y20T24";"From 20 to 24 years";"Total";"134";"1894";"134";"7.1"
"2021";"1101";"Betzdorf";"Y65T84";"From 65 to 84 years";"Male";"225";"4126";"477";"47.2"
"2021";"706";"Redange-sur-Attert";"Y25T29";"From 25 to 29 years";"Total";"210";"2968";"210";"7.1"
"2021";"9";"Canton Vianden";"Y_LT15";"Less than 15 years";"Total";"967";"5502";"967";"17.6"
"2021";"10";"Canton Echternach";"Y15T29";"From 15 to 29 years";"Male";"1891";"19679";"3629";"52.1"
"2021";"701";"Beckerich";"Y_LT5";"Less than 5 years";"Male";"79";"2776";"157";"50.3"
"2021";"401";"Colmar-Berg";"Y30T49";"From 30 to 49 years";"Female";"353";"2271";"711";"49.6"
"2021";"604";"Erpeldange-sur-Sûre";"Y15T29";"From 15 to 29 years";"Total";"409";"2435";"409";"16.8"
"2021";"306";"Sandweiler";"Y5T9";"From 5 to 9 years";"Female";"103";"3716";"209";"49.3"
"2021";"605";"Ettelbruck";"Y70T74";"From 70 to 74 years";"Female";"190";"9353";"369";"51.5"
"2021";"4";"Canton Mersch";"_T";"Total";"Female";"17286";"34652";"34652";"49.9"
"2021";"603";"Diekirch";"Y65T84";"From 65 to 84 years";"Female";"634";"7143";"1146";"55.3"
"2021";"206";"Kayl";"Y65T69";"From 65 to 69 years";"Male";"219";"9701";"459";"47.7"
"2021";"206";"Kayl";"Y50T64";"From 50 to 64 years";"Total";"2034";"9701";"2034";"21.0"
"2021";"902";"Putscheid";"Y_LT15";"Less than 15 years";"Total";"227";"1127";"227";"20.1"
"2021";"708";"Useldange";"Y65T69";"From 65 to 69 years";"Female";"44";"2029";"92";"47.8"
"2021";"709";"Vichten";"Y45T49";"From 45 to 49 years";"Female";"46";"1365";"101";"45.5"
"2021";"214";"Schifflange";"Y65T84";"From 65 to 84 years";"Male";"660";"11148";"1470";"44.9"
"2021";"1001";"Beaufort";"Y40T44";"From 40 to 44 years";"Male";"118";"3004";"226";"52.2"
"2021";"303";"Hesperange";"Y45T49";"From 45 to 49 years";"Male";"581";"15835";"1173";"49.5"
"2021";"807";"Wiltz";"Y_LT5";"Less than 5 years";"Total";"495";"7697";"495";"6.4"
"2021";"408";"Lorentzweiler";"Y_LT15";"Less than 15 years";"Female";"351";"4420";"739";"47.5"
"2021";"204";"Esch-sur-Alzette";"Y60T64";"From 60 to 64 years";"Male";"1074";"36117";"2019";"53.2"
"2021";"209";"Pétange";"Y30T49";"From 30 to 49 years";"Male";"2963";"20385";"5967";"49.7"
"2021";"202";"Differdange";"Y85T89";"From 85 to 89 years";"Female";"166";"28532";"271";"61.3"
"2021";"703";"Ell";"Y95T99";"From 95 to 99 years";"Total";"1";"1547";"1";"0.1"
"2021";"502";"Wincrange";"Y_GE85";"85 years or over";"Male";"32";"4671";"86";"37.2"
"2021";"1208";"Waldbredimus";"Y_GE85";"85 years or over";"Male";"5";"1272";"15";"33.3"
"2021";"705";"Grosbous";"Y55T59";"From 55 to 59 years";"Total";"80";"1130";"80";"7.1"
"2021";"208";"Mondercange";"Y15T19";"From 15 to 19 years";"Total";"312";"6979";"312";"4.5"
"2021";"709";"Vichten";"Y_LT5";"Less than 5 years";"Total";"85";"1365";"85";"6.2"
"2021";"601";"Bettendorf";"_T";"Total";"Total";"2943";"2943";"2943";"100.0"
"2021";"1207";"Stadtbredimus";"Y55T59";"From 55 to 59 years";"Female";"71";"1971";"165";"43.0"
"2021";"311";"Weiler-la-Tour";"Y60T64";"From 60 to 64 years";"Total";"129";"2501";"129";"5.2"
"2021";"1106";"Manternach";"Y_GE100";"100 years or over";"Total";"1";"2232";"1";"0.0"
"2021";"408";"Lorentzweiler";"Y30T34";"From 30 to 34 years";"Male";"144";"4420";"275";"52.4"
"2021";"804";"Goesdorf";"_T";"Total";"Male";"824";"1630";"1630";"50.6"
"2021";"11";"Canton Grevenmacher";"Y65T84";"From 65 to 84 years";"Total";"4318";"31682";"4318";"13.6"
